,계약년,주소,단지명,전용면적(㎡),면적라벨,거래금액(만원),m2당금액(만원)
5068,2016,경기도 토당동 861,그린빌,84,3.0,23810,280
5069,2016,경기도 토당동 873,장미8차,59,1.0,18421,306
5070,2016,경기도 토당동 873,장미8차,84,3.0,23800,281
5071,2016,경기도 토당동 873,장미8차,132,3.0,30550,230
5072,2016,경기도 토당동 879,삼윤,57,1.0,15233,266
5073,2016,경기도 토당동 879,삼윤,68,2.0,19181,278
5074,2016,경기도 토당동 879,삼윤,73,2.0,19600,267
5075,2016,경기도 토당동 879,삼윤,84,3.0,22015,258
5076,2016,경기도 토당동 880-12,청보APT,114,3.0,30800,270
5077,2016,경기도 토당동 881-3,윤창주상주상복합,133,3.0,30000,223
5078,2016,경기도 토당동 897-5,로마그린,84,3.0,22675,266
5079,2016,경기도 토당동 99-2,장미APT,39,1.0,12450,315
5080,2016,경기도 토당동 99-2,장미APT,40,1.0,12675,310
5081,2016,경기도 토당동 99-2,장미APT,43,1.0,13430,307
5082,2016,경기도 풍동 1127-1,쌍용,144,3.0,39878,276
5083,2016,경기도 풍동 1127-1,쌍용,172,3.0,42760,247
5084,2016,경기도 풍동 1222,일산풍동5차성원상떼빌,59,1.0,24572,410
5085,2016,경기도 풍동 1222,일산풍동5차성원상떼빌,75,2.0,27575,364
5086,2016,경기도 풍동 1222,일산풍동5차성원상떼빌,84,3.0,28326,332
5087,2016,경기도 풍동 1252,숲속마을9단지(성원),100,3.0,39000,387
5088,2016,경기도 풍동 1252,숲속마을9단지(성원),122,3.0,41486,337
5089,2016,경기도 풍동 1252,숲속마을9단지(성원),146,3.0,41000,278
5090,2016,경기도 풍동 1258,숲속마을8단지,51,1.0,23832,458
5091,2016,경기도 풍동 1258,숲속마을8단지,59,1.0,26511,442
5092,2016,경기도 풍동 1261,숲속마을(7단지),75,2.0,29817,391
5093,2016,경기도 풍동 1261,숲속마을(7단지),84,3.0,31840,374
5094,2016,경기도 풍동 1267,숲속마을5단지(I-PARK),101,3.0,42063,414
5095,2016,경기도 풍동 1267,숲속마을5단지(I-PARK),124,3.0,43887,352
5096,2016,경기도 풍동 1267,숲속마을5단지(I-PARK),125,3.0,46827,373
5097,2016,경기도 풍동 1267,숲속마을5단지(I-PARK),127,3.0,42340,332
5098,2016,경기도 풍동 1267,숲속마을5단지(I-PARK),128,3.0,43000,335
5099,2016,경기도 풍동 1267,숲속마을5단지(I-PARK),149,3.0,51910,347
5100,2016,경기도 풍동 1267,숲속마을5단지(I-PARK),150,3.0,49000,325
5101,2016,경기도 풍동 1268,숲속마을(6단지두산위브),101,3.0,41856,410
5102,2016,경기도 풍동 1268,숲속마을(6단지두산위브),128,3.0,46650,362
5103,2016,경기도 풍동 1268,숲속마을(6단지두산위브),129,3.0,44337,342
5104,2016,경기도 풍동 1268,숲속마을(6단지두산위브),130,3.0,46028,352
5105,2016,경기도 풍동 1268,숲속마을(6단지두산위브),133,3.0,47315,353
5106,2016,경기도 풍동 1268,숲속마을(6단지두산위브),134,3.0,47180,350
5107,2016,경기도 풍동 1268,숲속마을(6단지두산위브),142,3.0,49333,346
5108,2016,경기도 풍동 1268,숲속마을(6단지두산위브),143,3.0,50075,348
5109,2016,경기도 풍동 1268,숲속마을(6단지두산위브),146,3.0,48866,333
5110,2016,경기도 풍동 1268,숲속마을(6단지두산위브),155,3.0,51250,329
5111,2016,경기도 풍동 1268,숲속마을(6단지두산위브),193,3.0,100000,516
5112,2016,경기도 풍동 1283,숲속마을3단지(뜨란채),84,3.0,31734,373
5113,2016,경기도 풍동 1286,숲속마을2단지,75,2.0,31962,421
5114,2016,경기도 풍동 1286,숲속마을2단지,84,3.0,34766,409
5115,2016,경기도 풍동 174,은행마을1(동문),59,1.0,24436,406
5116,2016,경기도 풍동 174,은행마을1(동문),72,2.0,26765,367
5117,2016,경기도 풍동 174,은행마을1(동문),84,3.0,28862,341
5118,2016,경기도 풍동 385-1,일산풍동에이스아파트,59,1.0,18165,303
5119,2016,경기도 풍동 385-1,일산풍동에이스아파트,84,3.0,22911,269
5120,2016,경기도 풍동 385-1,일산풍동에이스아파트,134,3.0,29000,215
5121,2016,경기도 풍동 417-2,백마역중앙하이츠빌,84,3.0,26071,307
5122,2016,경기도 풍동 532-35,성원1,37,1.0,15916,420
5123,2016,경기도 풍동 532-35,성원1,59,1.0,21158,353
5124,2016,경기도 풍동 532-35,성원1,84,3.0,27122,320
5125,2016,경기도 풍동 532-35,성원1,134,3.0,33427,247
5126,2016,경기도 풍동 551-1,성원타운3,59,1.0,23874,400
5127,2016,경기도 풍동 551-1,성원타운3,84,3.0,26958,316
5128,2016,경기도 풍동 551-34,성원2,59,1.0,21950,366
5129,2016,경기도 풍동 551-34,성원2,84,3.0,26735,316
5130,2016,경기도 행신동 1054,한가람,72,2.0,23500,324
5131,2016,경기도 행신동 1054,한가람,84,3.0,26175,309
5132,2016,경기도 행신동 1068,서정마을4단지,84,3.0,39107,460
5133,2016,경기도 행신동 1088,서정마을5단지,84,3.0,43321,510
5134,2016,경기도 행신동 1090,서정마을7단지파크하임휴먼시아,120,3.0,55640,460
5135,2016,경기도 행신동 1090,서정마을7단지파크하임휴먼시아,130,3.0,57425,438
5136,2016,경기도 행신동 1090,서정마을7단지파크하임휴먼시아,133,3.0,58778,441
5137,2016,경기도 행신동 1090,서정마을7단지파크하임휴먼시아,134,3.0,53600,398
5138,2016,경기도 행신동 1092,서정마을6단지,130,3.0,55375,422
5139,2016,경기도 행신동 1092,서정마을6단지,134,3.0,53000,393
5140,2016,경기도 행신동 1092,서정마을6단지,140,3.0,55910,397
5141,2016,경기도 행신동 220,행신동문,58,1.0,19100,323
5142,2016,경기도 행신동 220,행신동문,84,3.0,25350,297
5143,2016,경기도 행신동 621,SK뷰1차,68,2.0,33123,484
5144,2016,경기도 행신동 621,SK뷰1차,84,3.0,37764,444
5145,2016,경기도 행신동 621,SK뷰1차,104,3.0,41428,397
5146,2016,경기도 행신동 621,SK뷰1차,128,3.0,46290,359
5147,2016,경기도 행신동 630,행신2차에스케이뷰,73,2.0,31966,432
5148,2016,경기도 행신동 630,행신2차에스케이뷰,78,2.0,32250,413
5149,2016,경기도 행신동 630,행신2차에스케이뷰,84,3.0,35687,420
5150,2016,경기도 행신동 633-67,윤창아파트총괄동,59,1.0,19440,326
5151,2016,경기도 행신동 633-67,윤창아파트총괄동,84,3.0,25787,303
5152,2016,경기도 행신동 634-45,윤창주택(634-45),47,1.0,11992,252
5153,2016,경기도 행신동 634-45,윤창주택(634-45),51,1.0,11900,233
5154,2016,경기도 행신동 634-45,윤창주택(634-45),53,1.0,11300,209
5155,2016,경기도 행신동 634-83,무궁화,80,2.0,24600,304
5156,2016,경기도 행신동 634-83,무궁화,112,3.0,27533,243
5157,2016,경기도 행신동 643-4,동문,108,3.0,24000,220
5158,2016,경기도 행신동 643-4,동문,131,3.0,24500,186
5159,2016,경기도 행신동 644-37,건우,84,3.0,20500,243
5160,2016,경기도 행신동 644-43,장미아파트(나동),72,2.0,18300,252
5161,2016,경기도 행신동 644-43,장미아파트(나동),75,2.0,19075,250
5162,2016,경기도 행신동 644-43,장미아파트(나동),79,2.0,19550,246
5163,2016,경기도 행신동 650,행신3차SKVIEW,59,1.0,36115,602
5164,2016,경기도 행신동 650,행신3차SKVIEW,84,3.0,44231,520
5165,2016,경기도 행신동 650,행신3차SKVIEW,104,3.0,45946,438
5166,2016,경기도 행신동 650,행신3차SKVIEW,122,3.0,49760,404
5167,2016,경기도 행신동 650-78,윤창2,59,1.0,19460,328
5168,2016,경기도 행신동 650-78,윤창2,84,3.0,25490,299
5169,2016,경기도 행신동 653-38,행신벽산,59,1.0,20500,344
5170,2016,경기도 행신동 653-38,행신벽산,84,3.0,28577,336
5171,2016,경기도 행신동 692,무원마을(라이프),84,3.0,30270,355
5172,2016,경기도 행신동 692,무원마을(서광),84,3.0,30860,362
5173,2016,경기도 행신동 697,무원마을(기산),101,3.0,34181,334
5174,2016,경기도 행신동 697,무원마을(기산),134,3.0,37926,280
5175,2016,경기도 행신동 699,무원마을7단지,73,2.0,27877,381
5176,2016,경기도 행신동 699,무원마을7단지,84,3.0,28825,338
5177,2016,경기도 행신동 700,무원마을(신안)8,101,3.0,34304,336
5178,2016,경기도 행신동 700,무원마을(신안)8,118,3.0,32950,279
5179,2016,경기도 행신동 700,무원마을(신안)8,127,3.0,34000,267
5180,2016,경기도 행신동 700,무원마을(신안)8,134,3.0,38462,285
5181,2016,경기도 행신동 702,무원마을(두산),71,2.0,29145,406
5182,2016,경기도 행신동 702,무원마을(두산),84,3.0,33169,390
5183,2016,경기도 행신동 767,무원마을(쌍용)5,101,3.0,38894,381
5184,2016,경기도 행신동 767,무원마을(쌍용)5,134,3.0,45450,338
5185,2016,경기도 행신동 767,무원마을5단지,101,3.0,37439,367
5186,2016,경기도 행신동 767,무원마을5단지,134,3.0,45500,339
5187,2016,경기도 행신동 769,무원마을(동신),101,3.0,35700,350
5188,2016,경기도 행신동 769,무원마을(동신),134,3.0,37600,278
5189,2016,경기도 행신동 771,무원마을(삼보),84,3.0,31680,372
5190,2016,경기도 행신동 771,무원마을(삼보),109,3.0,36140,328
5191,2016,경기도 행신동 773,무원마을1단지,68,2.0,26489,383
5192,2016,경기도 행신동 781,소만마을(풍림),45,1.0,19976,439
5193,2016,경기도 행신동 781,소만마을(풍림),73,2.0,29775,407
5194,2016,경기도 행신동 783,소만마을(대명)7,59,1.0,23780,402
5195,2016,경기도 행신동 785,소만마을(성원)6,49,1.0,20911,419
5196,2016,경기도 행신동 785,소만마을(성원)6,59,1.0,24743,416
5197,2016,경기도 행신동 788,소만마을(삼신),50,1.0,20791,409
5198,2016,경기도 행신동 788,소만마을(삼신),59,1.0,27596,459
5199,2016,경기도 행신동 788,소만마을(삼신),80,2.0,31708,395
5200,2016,경기도 행신동 791,소만마을(동성),59,1.0,23570,396
5201,2016,경기도 행신동 791,소만마을(동성),84,3.0,30728,360
5202,2016,경기도 행신동 793,소만마을9단지,43,1.0,18355,419
5203,2016,경기도 행신동 796,소만마을1단지,45,1.0,18852,413
5204,2016,경기도 행신동 798,소만마을(신안)2,84,3.0,30946,364
5205,2016,경기도 행신동 799,소만마을3단지(늘푸른아파트),39,1.0,17534,438
5206,2016,경기도 행신동 799,소만마을3단지(늘푸른아파트),51,1.0,21488,420
5207,2016,경기도 행신동 895,햇빛주공(18-1),65,2.0,28104,425
5208,2016,경기도 행신동 895,햇빛주공(18-1),84,3.0,32103,377
5209,2016,경기도 행신동 903,햇빛마을19,84,3.0,31108,365
5210,2016,경기도 행신동 905,햇빛마을21단지,101,3.0,35440,347
5211,2016,경기도 행신동 905,햇빛마을21단지,134,3.0,38175,283
5212,2016,경기도 행신동 934,햇빛마을주공20,39,1.0,16860,421
5213,2016,경기도 행신동 934,햇빛마을주공20,49,1.0,20972,419
5214,2016,경기도 행신동 934,햇빛마을주공20,59,1.0,23073,384
5215,2016,경기도 행신동 938,햇빛주공(18-2),65,2.0,28483,431
5216,2016,경기도 행신동 938,햇빛주공(18-2),84,3.0,32205,379
5217,2016,경기도 행신동 946,햇빛주공22,39,1.0,17038,425
5218,2016,경기도 행신동 946,햇빛주공22,49,1.0,21077,421
5219,2016,경기도 행신동 946,햇빛주공22,59,1.0,22997,382
5220,2016,경기도 행신동 953,햇빛주공23,39,1.0,17115,427
5221,2016,경기도 행신동 953,햇빛주공23,49,1.0,21245,424
5222,2016,경기도 행신동 953,햇빛주공23,59,1.0,23374,389
5223,2016,경기도 행신동 958,일신건영아파트(햇빛마을),99,3.0,35417,354
5224,2016,경기도 행신동 958,일신건영아파트(햇빛마을),134,3.0,41764,309
5225,2016,경기도 행신동 958,일신건영아파트(햇빛마을),164,3.0,43400,262
5226,2016,경기도 행신동 958,햇빛마을,99,3.0,34925,349
5227,2016,경기도 행신동 958,햇빛마을,134,3.0,40442,299
5228,2016,경기도 행신동 958,햇빛마을,164,3.0,41750,252
5229,2016,경기도 행신동 973,샘터마을(동신),101,3.0,37387,366
5230,2016,경기도 행신동 973,샘터마을(동신),134,3.0,40000,296
5231,2016,경기도 행신동 973,샘터마을(화성),101,3.0,36184,354
5232,2016,경기도 행신동 973,샘터마을(화성),134,3.0,40340,298
5233,2016,경기도 행신동 973,샘터마을(효성),101,3.0,36730,360
5234,2016,경기도 행신동 973,샘터마을(효성),134,3.0,40696,301
5235,2016,경기도 행신동 983,샘터마을2,39,1.0,17386,434
5236,2016,경기도 행신동 983,샘터마을2,49,1.0,20880,417
5237,2016,경기도 행신동 983,샘터마을2,59,1.0,23220,387
5238,2016,경기도 화정동 1000-5,에덴다모은정주상복합,80,2.0,28800,358
5239,2016,경기도 화정동 1000-5,에덴다모은정주상복합,84,3.0,30650,360
5240,2016,경기도 화정동 1004,옥빛마을14단지,50,1.0,21193,423
5241,2016,경기도 화정동 1004,옥빛마을14단지,60,2.0,25166,419
5242,2016,경기도 화정동 1127,옥빛마을(주공)15,59,1.0,24628,410
5243,2016,경기도 화정동 1135,옥빛마을(주공)17(에듀뷰),84,3.0,33336,392
5244,2016,경기도 화정동 1141,옥빛마을(주공)16(그린나래),59,1.0,23973,399
5245,2016,경기도 화정동 851,달빛(라이프)2,49,1.0,19309,386
5246,2016,경기도 화정동 851,달빛(라이프)2,59,1.0,23758,395
5247,2016,경기도 화정동 851,달빛마을(부영)2,50,1.0,18940,378
5248,2016,경기도 화정동 851,달빛마을(부영)2,59,1.0,23607,395
5249,2016,경기도 화정동 858,달빛마을(경남),72,2.0,26233,362
5250,2016,경기도 화정동 858,달빛마을(경남),84,3.0,31271,367
5251,2016,경기도 화정동 858,달빛마을(극동),72,2.0,27600,381
5252,2016,경기도 화정동 858,달빛마을(극동),84,3.0,30471,358
5253,2016,경기도 화정동 858,달빛마을(동부),72,2.0,27005,373
5254,2016,경기도 화정동 858,달빛마을(동부),84,3.0,30455,358
5255,2016,경기도 화정동 858,달빛마을(진덕),72,2.0,25483,352
5256,2016,경기도 화정동 858,달빛마을(진덕),84,3.0,31143,366
5257,2016,경기도 화정동 865,달빛마을3단지,84,3.0,30437,357
5258,2016,경기도 화정동 868,달빛마을4단지,133,3.0,39645,295
5259,2016,경기도 화정동 868,달빛마을4단지,170,3.0,45500,266
5260,2016,경기도 화정동 870,은빛(미도파)5,99,3.0,38100,381
5261,2016,경기도 화정동 870,은빛(미도파)5,134,3.0,39368,291
5262,2016,경기도 화정동 870,은빛(미도파)5,164,3.0,42637,257
5263,2016,경기도 화정동 870,은빛마을(LG)5,99,3.0,37430,374
5264,2016,경기도 화정동 870,은빛마을(LG)5,134,3.0,39426,291
5265,2016,경기도 화정동 870,은빛마을(LG)5,164,3.0,44577,269
5266,2016,경기도 화정동 870,은빛마을(삼성)5,99,3.0,35511,355
5267,2016,경기도 화정동 870,은빛마을(삼성)5,134,3.0,38290,283
5268,2016,경기도 화정동 870,은빛마을(삼성)5,164,3.0,41166,249
5269,2016,경기도 화정동 870,은빛마을(신성)5,99,3.0,35000,350
5270,2016,경기도 화정동 870,은빛마을(신성)5,134,3.0,38400,284
5271,2016,경기도 화정동 870,은빛마을(신성)5,164,3.0,43000,260
5272,2016,경기도 화정동 870,은빛삼익건설(5),99,3.0,37800,378
5273,2016,경기도 화정동 870,은빛삼익건설(5),134,3.0,38250,282
5274,2016,경기도 화정동 870,은빛삼익건설(5),164,3.0,44525,269
5275,2016,경기도 화정동 870,은빛삼익주택(5),101,3.0,36503,359
5276,2016,경기도 화정동 870,은빛삼익주택(5),134,3.0,38400,284
5277,2016,경기도 화정동 870,은빛삼익주택(5),164,3.0,43350,262
5278,2016,경기도 화정동 936,은빛마을6단지,103,3.0,40655,390
5279,2016,경기도 화정동 936,은빛마을6단지,132,3.0,46901,352
5280,2016,경기도 화정동 936,은빛마을6단지,164,3.0,52340,317
5281,2016,경기도 화정동 948,별빛마을9단지(901동에서906동),70,2.0,29900,425
5282,2016,경기도 화정동 948,별빛마을9단지(901동에서906동),84,3.0,34497,405
5283,2016,경기도 화정동 948,별빛마을9단지(907동에서912동),70,2.0,29000,413
5284,2016,경기도 화정동 948,별빛마을9단지(907동에서912동),84,3.0,32686,384
5285,2016,경기도 화정동 948,별빛마을9단지(913동에서918동),70,2.0,28800,409
5286,2016,경기도 화정동 948,별빛마을9단지(913동에서918동),84,3.0,33087,389
5287,2016,경기도 화정동 948,별빛마을9단지(기산),70,2.0,28600,407
5288,2016,경기도 화정동 948,별빛마을9단지(기산),84,3.0,33932,399
5289,2016,경기도 화정동 951,별빛마을(건영)10,76,2.0,33736,438
5290,2016,경기도 화정동 951,별빛마을(건영)10,84,3.0,35978,422
5291,2016,경기도 화정동 952,별빛마을(부영)8(좋은집),50,1.0,22563,451
5292,2016,경기도 화정동 952,별빛마을(부영)8(좋은집),60,2.0,27381,456
5293,2016,경기도 화정동 953,별빛마을7단지,84,3.0,40117,471
5294,2016,경기도 화정동 953,별빛마을7단지,85,3.0,38577,453
5295,2016,경기도 화정동 961,은빛마을11단지,50,1.0,22380,447
5296,2016,경기도 화정동 961,은빛마을11단지,60,2.0,26136,435
5297,2016,경기도 화정동 965-1,한화꿈에그린,104,3.0,33500,319
5298,2016,경기도 화정동 965-1,한화꿈에그린,132,3.0,39550,297
5299,2016,경기도 화정동 969,동원텔,172,3.0,46000,266
5300,2016,경기도 화정동 969,동원텔,193,3.0,52500,271
5301,2016,경기도 화정동 977-1,삼라마이다스빌,104,3.0,28433,271
5302,2016,경기도 화정동 977-1,삼라마이다스빌,110,3.0,29250,263
5303,2016,경기도 화정동 977-1,삼라마이다스빌,116,3.0,29150,250
5304,2016,경기도 화정동 977-1,삼라마이다스빌,118,3.0,28300,239
5305,2016,경기도 화정동 986-6,동도센트리움,84,3.0,28133,331
5306,2016,경기도 화정동 986-6,동도센트리움,129,3.0,35178,271
5307,2016,경기도 화정동 987,옥빛마을(일신건영)13(휴먼빌),53,1.0,23431,440
5308,2016,경기도 화정동 987,옥빛마을(일신건영)13(휴먼빌),59,1.0,30366,506
5309,2016,경기도 화정동 988,옥빛마을12단지,59,1.0,30982,522
5310,2016,경기도 화정동 998,옥빛마을(풍산),56,1.0,23762,417
5311,2017,경기도 가좌동 1086,가좌마을6단지벽산,59,1.0,26062,434
5312,2017,경기도 가좌동 1086,가좌마을6단지벽산,84,3.0,30012,352
5313,2017,경기도 가좌동 1086,가좌마을6단지벽산,101,3.0,34984,342
5314,2017,경기도 가좌동 1086,가좌마을6단지벽산,124,3.0,34260,273
5315,2017,경기도 가좌동 1086,가좌마을6단지벽산,153,3.0,39000,254
5316,2017,경기도 가좌동 1087,가좌마을5단지벽산,59,1.0,25990,433
5317,2017,경기도 가좌동 1087,가좌마을5단지벽산,84,3.0,29687,348
5318,2017,경기도 가좌동 1087,가좌마을5단지벽산,101,3.0,32018,313
5319,2017,경기도 가좌동 1087,가좌마을5단지벽산,124,3.0,36933,295
5320,2017,경기도 가좌동 1088,청원벽산블루밍3단지,74,2.0,26437,354
5321,2017,경기도 가좌동 1088,청원벽산블루밍3단지,84,3.0,28200,331
5322,2017,경기도 가좌동 1088,청원벽산블루밍3단지,117,3.0,33185,281
5323,2017,경기도 가좌동 1088,청원벽산블루밍3단지,134,3.0,34587,256
5324,2017,경기도 가좌동 1088,청원벽산블루밍3단지,161,3.0,40500,251
5325,2017,경기도 가좌동 1089,가좌마을2단지대우,73,2.0,23850,322
5326,2017,경기도 가좌동 1089,가좌마을2단지대우,84,3.0,28347,333
5327,2017,경기도 가좌동 1089,가좌마을2단지대우,117,3.0,35400,301
5328,2017,경기도 가좌동 1089,가좌마을2단지대우,138,3.0,38933,280
5329,2017,경기도 가좌동 1090,가좌마을1단지양우,59,1.0,25266,420
5330,2017,경기도 가좌동 1090,가좌마을1단지양우,84,3.0,27023,318
5331,2017,경기도 가좌동 1105,가좌마을7단지꿈에그린,59,1.0,28606,476
5332,2017,경기도 가좌동 1105,가좌마을7단지꿈에그린,101,3.0,40187,393
5333,2017,경기도 가좌동 1105,가좌마을7단지꿈에그린,134,3.0,42636,316
5334,2017,경기도 가좌동 1105,가좌마을7단지꿈에그린,161,3.0,48627,301
5335,2017,경기도 고양동 103,화성그린빌,59,1.0,16600,276
5336,2017,경기도 고양동 103,화성그린빌,84,3.0,18520,218
5337,2017,경기도 고양동 1121,푸른마을10단지,84,3.0,26023,306
5338,2017,경기도 고양동 1121,푸른마을10단지,106,3.0,30505,285
5339,2017,경기도 고양동 1121,푸른마을10단지,115,3.0,30800,266
5340,2017,경기도 고양동 197,삼성,59,1.0,17653,294
5341,2017,경기도 고양동 197,삼성,84,3.0,22642,265
5342,2017,경기도 고양동 240-6,현대1,59,1.0,17130,288
5343,2017,경기도 고양동 240-6,현대1,84,3.0,21227,251
5344,2017,경기도 고양동 255,현대2,59,1.0,17640,293
5345,2017,경기도 고양동 255,현대2,84,3.0,21100,249
5346,2017,경기도 고양동 399,청구,59,1.0,15233,253
5347,2017,경기도 고양동 399,청구,84,3.0,17687,207
5348,2017,경기도 고양동 414-1,윤창APT,58,1.0,13575,229
5349,2017,경기도 고양동 414-1,윤창APT,59,1.0,15233,254
5350,2017,경기도 고양동 414-1,윤창APT,84,3.0,18050,211
5351,2017,경기도 고양동 454,고양동우방유쉘아파트,59,1.0,20171,335
5352,2017,경기도 고양동 454,고양동우방유쉘아파트,84,3.0,24500,288
5353,2017,경기도 고양동 719,푸른마을3단지,59,1.0,19941,332
5354,2017,경기도 고양동 719,푸른마을3단지,84,3.0,22605,265
5355,2017,경기도 고양동 720,푸른마을2단지,114,3.0,27305,237
5356,2017,경기도 고양동 720,푸른마을2단지,134,3.0,33300,248
5357,2017,경기도 고양동 724,푸른마을6단지,59,1.0,20865,347
5358,2017,경기도 고양동 724,푸른마을6단지,84,3.0,24066,283
5359,2017,경기도 고양동 730,푸른마을5단지,59,1.0,20765,345
5360,2017,경기도 고양동 730,푸른마을5단지,84,3.0,24503,288
5361,2017,경기도 고양동 734,푸른마을4단지,92,3.0,28043,301
5362,2017,경기도 고양동 734,푸른마을4단지,125,3.0,31250,248
5363,2017,경기도 고양동 735,푸른마을1단지,59,1.0,22617,381
5364,2017,경기도 고양동 735,푸른마을1단지,84,3.0,26654,313
5365,2017,경기도 고양동 752,푸른마을7단지,84,3.0,27348,321
5366,2017,경기도 관산동 1015,더퍼스트프라임,59,1.0,22313,372
5367,2017,경기도 관산동 1015,더퍼스트프라임,84,3.0,28600,337
5368,2017,경기도 관산동 126,유승(126),59,1.0,18666,310
5369,2017,경기도 관산동 126,유승(126),84,3.0,20833,244
5370,2017,경기도 관산동 126,유승(126),115,3.0,24283,210
5371,2017,경기도 관산동 134,윤창,46,1.0,8250,176
5372,2017,경기도 관산동 134,윤창,49,1.0,9150,185
5373,2017,경기도 관산동 137-1,유승(137-1),84,3.0,20700,243
5374,2017,경기도 관산동 151,허스(151),44,1.0,8500,191
5375,2017,경기도 관산동 151,허스(151),57,1.0,10800,186
5376,2017,경기도 관산동 151-3,허스(151-3),52,1.0,9700,184
5377,2017,경기도 관산동 151-3,허스(151-3),54,1.0,10300,188
5378,2017,경기도 관산동 178-57,새서울,42,1.0,9580,223
5379,2017,경기도 관산동 178-57,새서울,45,1.0,9834,214
5380,2017,경기도 관산동 178-57,새서울,56,1.0,13467,237
5381,2017,경기도 관산동 180-7,한승미메이드,78,2.0,19266,245
5382,2017,경기도 관산동 180-7,한승미메이드,82,2.0,19800,240
5383,2017,경기도 관산동 338-4,중앙,57,1.0,11900,205
5384,2017,경기도 관산동 981,신성,59,1.0,19009,318
5385,2017,경기도 관산동 981,신성,84,3.0,22042,259
5386,2017,경기도 관산동 996,주공그린빌,59,1.0,21728,362
5387,2017,경기도 관산동 996,주공그린빌,75,2.0,26050,342
5388,2017,경기도 관산동 996,주공그린빌,84,3.0,27108,319
5389,2017,경기도 대화동 1499,대화GS자이(1단지),118,3.0,39600,335
5390,2017,경기도 대화동 1499,대화GS자이(1단지),134,3.0,44016,327
5391,2017,경기도 대화동 1499,대화GS자이(1단지),163,3.0,48350,295
5392,2017,경기도 대화동 1580,대화마을한라(2단지),84,3.0,34775,408
5393,2017,경기도 대화동 1580,대화마을한라(2단지),133,3.0,41809,313
5394,2017,경기도 대화동 1580,대화마을한라(2단지),164,3.0,50725,308
5395,2017,경기도 대화동 2209,세경,40,1.0,19721,488
5396,2017,경기도 대화동 2209,세경,49,1.0,25038,503
5397,2017,경기도 대화동 2212,성저마을(동익1단지),59,1.0,30419,514
5398,2017,경기도 대화동 2212,성저마을(동익1단지),69,2.0,32200,464
5399,2017,경기도 대화동 2212,성저마을(동익1단지),84,3.0,37139,437
5400,2017,경기도 대화동 2213,성저마을(삼익),59,1.0,28454,473
5401,2017,경기도 대화동 2213,성저마을(삼익),78,2.0,34432,440
5402,2017,경기도 대화동 2215,성저마을(풍림),45,1.0,24663,543
5403,2017,경기도 대화동 2215,성저마을(풍림),83,2.0,38685,461
5404,2017,경기도 대화동 2228,장성마을(동부),52,1.0,27888,535
5405,2017,경기도 대화동 2228,장성마을(동부),67,2.0,37820,560
5406,2017,경기도 대화동 2228,장성마을(동부),84,3.0,43605,512
5407,2017,경기도 대화동 2232,장성마을(대명4),99,3.0,43000,431
5408,2017,경기도 대화동 2232,장성마을(대명4),130,3.0,48600,372
5409,2017,경기도 대화동 2234,장성마을(3),101,3.0,49666,487
5410,2017,경기도 대화동 2234,장성마을(3),133,3.0,56430,421
5411,2017,경기도 대화동 2234,장성마을(3),148,3.0,53937,363
5412,2017,경기도 대화동 2236,장성마을(대명2),59,1.0,30401,514
5413,2017,경기도 대화동 2236,장성마을(대명2),61,2.0,30612,496
5414,2017,경기도 대화동 2570,대화마을(5단지),84,3.0,33086,391
5415,2017,경기도 대화동 2570,휴먼빌(6단지),84,3.0,32030,379
5416,2017,경기도 대화동 2573,대화마을동문(3단지),84,3.0,32195,380
5417,2017,경기도 대화동 2579,양우파크타운,59,1.0,27590,460
5418,2017,경기도 대화동 2579,양우파크타운,84,3.0,33761,400
5419,2017,경기도 대화동 2580,킨텍스아이파크,84,3.0,38470,452
5420,2017,경기도 대화동 2580,킨텍스아이파크,119,3.0,47327,394
5421,2017,경기도 덕이동 1037,동문2,72,2.0,21241,294
5422,2017,경기도 덕이동 1037,동문2,84,3.0,22487,266
5423,2017,경기도 덕이동 1076,중앙하이츠빌,84,3.0,23975,282
5424,2017,경기도 덕이동 1076,중앙하이츠빌,123,3.0,28628,231
5425,2017,경기도 덕이동 1106,덕이1동문,72,2.0,21475,297
5426,2017,경기도 덕이동 1106,덕이1동문,84,3.0,23387,276
5427,2017,경기도 덕이동 1521,태영,84,3.0,26855,316
5428,2017,경기도 덕이동 1524,하이파크시티일산아이파크1단지,84,3.0,38263,449
5429,2017,경기도 덕이동 1524,하이파크시티일산아이파크1단지,124,3.0,46075,368
5430,2017,경기도 덕이동 1524,하이파크시티일산아이파크1단지,127,3.0,46884,366
5431,2017,경기도 덕이동 1524,하이파크시티일산아이파크1단지,175,3.0,58013,329
5432,2017,경기도 덕이동 1529,하이파크시티일산파밀리에2단지,84,3.0,36983,437
5433,2017,경기도 덕이동 1529,하이파크시티일산파밀리에2단지,121,3.0,43650,358
5434,2017,경기도 덕이동 1529,하이파크시티일산파밀리에2단지,129,3.0,47166,362
5435,2017,경기도 덕이동 1529,하이파크시티일산파밀리에2단지,146,3.0,52446,356
5436,2017,경기도 덕이동 1529,하이파크시티일산파밀리에2단지,173,3.0,63600,366
5437,2017,경기도 덕이동 1529,하이파크시티일산파밀리에2단지,202,3.0,85300,420
5438,2017,경기도 덕이동 1534,하이파크시티일산파밀리에3단지,121,3.0,43422,356
5439,2017,경기도 덕이동 1534,하이파크시티일산파밀리에3단지,129,3.0,46528,358
