,계약년,주소,단지명,전용면적(㎡),면적라벨,거래금액(만원),m2당금액(만원)
1585,2013,경기도 주엽동 63,강선마을(롯데),71,2.0,26009,365
1586,2013,경기도 주엽동 63,강선마을(롯데),84,3.0,31800,374
1587,2013,경기도 주엽동 65,강선마을(삼환),58,1.0,22816,388
1588,2013,경기도 주엽동 65,강선마을(삼환),71,2.0,27450,385
1589,2013,경기도 주엽동 65,강선마을(삼환),84,3.0,36757,433
1590,2013,경기도 주엽동 65,강선마을(유원),58,1.0,24207,412
1591,2013,경기도 주엽동 65,강선마을(유원),71,2.0,27650,388
1592,2013,경기도 주엽동 65,강선마을(유원),84,3.0,35590,420
1593,2013,경기도 주엽동 73,강선마을태영,41,1.0,12902,307
1594,2013,경기도 주엽동 75,강선마을한양,41,1.0,12382,299
1595,2013,경기도 주엽동 8,문촌마을(기산쌍용),59,1.0,18053,301
1596,2013,경기도 주엽동 8,문촌마을(기산쌍용),70,2.0,22840,325
1597,2013,경기도 주엽동 8,문촌마을(기산쌍용),84,3.0,25600,301
1598,2013,경기도 주엽동 81,강선마을뉴서울,40,1.0,12470,308
1599,2013,경기도 주엽동 83,강선마을두진,44,1.0,12662,285
1600,2013,경기도 주엽동 84,강선마을(보성),59,1.0,23083,385
1601,2013,경기도 주엽동 84,강선마을(보성),70,2.0,26476,375
1602,2013,경기도 주엽동 84,강선마을(보성),84,3.0,32350,381
1603,2013,경기도 주엽동 86,강선마을(동문),57,1.0,21508,371
1604,2013,경기도 주엽동 86,강선마을(동문),64,2.0,24033,369
1605,2013,경기도 주엽동 86,강선마을(동문),84,3.0,30866,365
1606,2013,경기도 주엽동 90,강선마을(동성),47,1.0,18050,379
1607,2013,경기도 주엽동 90,강선마을(동성),48,1.0,15150,310
1608,2013,경기도 주엽동 90,강선마을(동성),84,3.0,30620,359
1609,2013,경기도 주엽동 98,강선마을(우성),101,3.0,45800,449
1610,2013,경기도 주엽동 98,강선마을(우성),125,3.0,45500,363
1611,2013,경기도 주엽동 98,강선마을(우성),134,3.0,58280,432
1612,2013,경기도 주엽동 98,강선마을(우성),160,3.0,84950,530
1613,2013,경기도 중산동 1554-2,중산마을3단지(일신),59,1.0,16126,269
1614,2013,경기도 중산동 1555,중산마을1단지(두산),37,1.0,10578,282
1615,2013,경기도 중산동 1555,중산마을1단지(두산),59,1.0,15899,264
1616,2013,경기도 중산동 1556,중산마을2(코오롱),49,1.0,13106,262
1617,2013,경기도 중산동 1556,중산마을2(코오롱),59,1.0,16617,276
1618,2013,경기도 중산동 1566,중산마을10(경남),73,2.0,18888,254
1619,2013,경기도 중산동 1566,중산마을10(경남),84,3.0,22095,259
1620,2013,경기도 중산동 1566,중산마을10(동신),73,2.0,18372,247
1621,2013,경기도 중산동 1566,중산마을10(동신),84,3.0,22000,258
1622,2013,경기도 중산동 1566-2,중산마을9단지두산한성,101,3.0,24660,241
1623,2013,경기도 중산동 1566-2,중산마을9단지두산한성,134,3.0,27681,205
1624,2013,경기도 중산동 1573,중산마을6(태영),57,1.0,14218,247
1625,2013,경기도 중산동 1573,중산마을6(태영),72,2.0,20245,279
1626,2013,경기도 중산동 1573,중산마을6(태영),83,2.0,22075,263
1627,2013,경기도 중산동 1573-7,중산마을7(코오롱),101,3.0,24705,242
1628,2013,경기도 중산동 1573-7,중산마을7(코오롱),134,3.0,27983,206
1629,2013,경기도 중산동 1574,중산마을8(대우),99,3.0,24233,242
1630,2013,경기도 중산동 1574,중산마을8(대우),134,3.0,27413,202
1631,2013,경기도 중산동 1574,중산마을8(삼성),99,3.0,22975,229
1632,2013,경기도 중산동 1574,중산마을8(삼성),134,3.0,27771,205
1633,2013,경기도 중산동 1575,중산마을5(건영),59,1.0,15647,260
1634,2013,경기도 중산동 1575,중산마을5(동부),59,1.0,15650,260
1635,2013,경기도 중산동 1575,중산마을5(동부),60,2.0,15316,255
1636,2013,경기도 중산동 1575-4,중산마을11(현대),74,2.0,19742,264
1637,2013,경기도 중산동 1575-4,중산마을11(현대),84,3.0,22127,261
1638,2013,경기도 중산동 1576,중산마을12(현대),130,3.0,33000,251
1639,2013,경기도 중산동 1576,중산마을12(현대),171,3.0,49700,289
1640,2013,경기도 중산동 1651,산들마을2(대림),84,3.0,27470,322
1641,2013,경기도 중산동 1651,산들마을2(대림),116,3.0,34140,292
1642,2013,경기도 중산동 1651,산들마을2(대림),134,3.0,34547,255
1643,2013,경기도 중산동 1651,산들마을2(대림),159,3.0,38000,237
1644,2013,경기도 중산동 1656,산들마을1(대림),115,3.0,32900,285
1645,2013,경기도 중산동 1656,산들마을1(대림),147,3.0,35250,239
1646,2013,경기도 중산동 1700,하늘마을2단지,75,2.0,19104,252
1647,2013,경기도 중산동 1700,하늘마을2단지,84,3.0,20760,244
1648,2013,경기도 중산동 1717,센트럴더포레(하늘마을6단지휴먼시아),121,3.0,42025,345
1649,2013,경기도 중산동 1717,센트럴더포레(하늘마을6단지휴먼시아),135,3.0,46744,345
1650,2013,경기도 중산동 1800,하늘마을주공5단지,75,2.0,25634,337
1651,2013,경기도 중산동 1800,하늘마을주공5단지,84,3.0,28131,331
1652,2013,경기도 탄현동 121,"큰마을대림,현대아파트",59,1.0,16374,273
1653,2013,경기도 탄현동 121,"큰마을대림,현대아파트",84,3.0,21873,257
1654,2013,경기도 탄현동 121,"큰마을대림,현대아파트",114,3.0,27850,241
1655,2013,경기도 탄현동 121,"큰마을대림,현대아파트",134,3.0,30611,226
1656,2013,경기도 탄현동 121,"큰마을대림,현대아파트",163,3.0,31596,192
1657,2013,경기도 탄현동 130,쌍용스윗닷홈,84,3.0,23465,275
1658,2013,경기도 탄현동 130,쌍용스윗닷홈,113,3.0,28525,249
1659,2013,경기도 탄현동 1470,탄현마을(동문),70,2.0,17104,242
1660,2013,경기도 탄현동 1470,탄현마을(동문),84,3.0,19710,232
1661,2013,경기도 탄현동 1473,탄현마을(일신),53,1.0,12958,243
1662,2013,경기도 탄현동 1473,탄현마을(일신),59,1.0,15290,255
1663,2013,경기도 탄현동 1476,탄현마을(동성),101,3.0,23052,225
1664,2013,경기도 탄현동 1476,탄현마을(동성),122,3.0,26900,219
1665,2013,경기도 탄현동 1477,탄현마을(건영5),68,2.0,16874,246
1666,2013,경기도 탄현동 1477,탄현마을(건영5),84,3.0,21754,257
1667,2013,경기도 탄현동 1479,탄현마을(한신),68,2.0,17676,259
1668,2013,경기도 탄현동 1479,탄현마을(한신),84,3.0,20554,243
1669,2013,경기도 탄현동 1479,탄현마을(현대),68,2.0,17801,261
1670,2013,경기도 탄현동 1479,탄현마을(현대),84,3.0,21270,251
1671,2013,경기도 탄현동 1480,탄현마을(부영7),50,1.0,12049,239
1672,2013,경기도 탄현동 1480,탄현마을(부영7),59,1.0,13977,233
1673,2013,경기도 탄현동 1481,탄현마을(건영4),53,1.0,13202,244
1674,2013,경기도 탄현동 1481,탄현마을(건영4),68,2.0,16018,233
1675,2013,경기도 탄현동 1484,탄현마을(부영3),46,1.0,13070,280
1676,2013,경기도 탄현동 1485,탄현마을(경남),101,3.0,26407,258
1677,2013,경기도 탄현동 1485,탄현마을(경남),122,3.0,32275,262
1678,2013,경기도 탄현동 1485,탄현마을(진로),101,3.0,25680,251
1679,2013,경기도 탄현동 1485,탄현마을(진로),122,3.0,31083,252
1680,2013,경기도 탄현동 1487,탄현마을(삼익),59,1.0,16266,270
1681,2013,경기도 탄현동 1578,탄현마을동신,70,2.0,20013,283
1682,2013,경기도 탄현동 1578,탄현마을동신,84,3.0,24055,282
1683,2013,경기도 탄현동 1579,탄현마을서광,75,2.0,20075,264
1684,2013,경기도 탄현동 1579,탄현마을서광,84,3.0,21604,253
1685,2013,경기도 탄현동 1582,탄현마을주은,65,2.0,17342,265
1686,2013,경기도 탄현동 1582,탄현마을주은,84,3.0,20632,242
1687,2013,경기도 탄현동 1583,탄현마을효성,99,3.0,24634,246
1688,2013,경기도 탄현동 1583,탄현마을효성,134,3.0,31100,230
1689,2013,경기도 탄현동 1584,탄현마을삼환,95,3.0,24679,258
1690,2013,경기도 탄현동 1584,탄현마을삼환,119,3.0,27866,233
1691,2013,경기도 탄현동 1585,탄현마을풍림,59,1.0,17053,284
1692,2013,경기도 탄현동 1634,일산임광진흥아파트,59,1.0,21585,361
1693,2013,경기도 탄현동 1634,일산임광진흥아파트,84,3.0,28125,330
1694,2013,경기도 탄현동 1634,일산임광진흥아파트,123,3.0,41992,338
1695,2013,경기도 탄현동 1634,일산임광진흥아파트,124,3.0,42528,342
1696,2013,경기도 탄현동 1640,일산두산위브더제니스,59,1.0,36651,611
1697,2013,경기도 탄현동 1640,일산두산위브더제니스,94,3.0,61469,650
1698,2013,경기도 탄현동 1640,일산두산위브더제니스,95,3.0,62349,652
1699,2013,경기도 탄현동 1640,일산두산위브더제니스,119,3.0,79348,665
1700,2013,경기도 탄현동 1640,일산두산위브더제니스,120,3.0,79369,657
1701,2013,경기도 탄현동 1640,일산두산위브더제니스,145,3.0,95954,657
1702,2013,경기도 탄현동 1640,일산두산위브더제니스,170,3.0,116371,681
1703,2013,경기도 토당동 19,별장,62,2.0,14750,235
1704,2013,경기도 토당동 250,내안애양우,84,3.0,23835,281
1705,2013,경기도 토당동 251-12,허스맨션,37,1.0,9000,241
1706,2013,경기도 토당동 251-12,허스맨션,55,1.0,12900,230
1707,2013,경기도 토당동 251-12,허스맨션,58,1.0,12966,221
1708,2013,경기도 토당동 251-12,허스맨션,61,2.0,13000,212
1709,2013,경기도 토당동 251-12,허스맨션,68,2.0,14000,203
1710,2013,경기도 토당동 259,대림2,59,1.0,17271,290
1711,2013,경기도 토당동 259,대림2,84,3.0,22258,261
1712,2013,경기도 토당동 282-2,금호,56,1.0,14000,247
1713,2013,경기도 토당동 282-2,금호,84,3.0,19575,230
1714,2013,경기도 토당동 298,한라비발디,84,3.0,25730,302
1715,2013,경기도 토당동 342-7,한강능곡역성원상떼빌1단지,84,3.0,24000,282
1716,2013,경기도 토당동 347-7,한강능곡역성원상떼빌2차,84,3.0,26208,308
1717,2013,경기도 토당동 352,능곡현대홈타운1,84,3.0,26788,316
1718,2013,경기도 토당동 53-44,능곡현대홈타운2,84,3.0,26508,313
1719,2013,경기도 토당동 53-44,능곡현대홈타운2,122,3.0,36333,295
1720,2013,경기도 토당동 60,능곡풍림아이원2단지,84,3.0,24340,289
1721,2013,경기도 토당동 60,능곡풍림아이원2단지,114,3.0,30000,262
1722,2013,경기도 토당동 70,능곡풍림아이원1단지,84,3.0,23500,278
1723,2013,경기도 토당동 70,능곡풍림아이원1단지,114,3.0,30850,270
1724,2013,경기도 토당동 70,능곡풍림아이원1단지,134,3.0,33600,249
1725,2013,경기도 토당동 80,토당동금강KCC,75,2.0,22579,300
1726,2013,경기도 토당동 80,토당동금강KCC,84,3.0,25170,298
1727,2013,경기도 토당동 853,태웅,58,1.0,16300,278
1728,2013,경기도 토당동 853,태웅,76,2.0,19725,256
1729,2013,경기도 토당동 860,능곡대림,59,1.0,18040,300
1730,2013,경기도 토당동 860,능곡대림,84,3.0,26000,307
1731,2013,경기도 토당동 861,그린빌,84,3.0,18750,220
1732,2013,경기도 토당동 873,장미8차,59,1.0,15985,266
1733,2013,경기도 토당동 873,장미8차,84,3.0,21000,249
1734,2013,경기도 토당동 879,삼윤,57,1.0,12600,220
1735,2013,경기도 토당동 879,삼윤,68,2.0,15250,221
1736,2013,경기도 토당동 879,삼윤,84,3.0,17950,211
1737,2013,경기도 토당동 880-20,윤창APT,122,3.0,28000,228
1738,2013,경기도 토당동 99-2,장미APT,39,1.0,11000,279
1739,2013,경기도 토당동 99-2,장미APT,40,1.0,10550,259
1740,2013,경기도 토당동 99-2,장미APT,43,1.0,11825,270
1741,2013,경기도 풍동 1127-1,쌍용,144,3.0,35160,243
1742,2013,경기도 풍동 1127-1,쌍용,172,3.0,34500,200
1743,2013,경기도 풍동 1222,일산풍동5차성원상떼빌,59,1.0,19100,319
1744,2013,경기도 풍동 1222,일산풍동5차성원상떼빌,75,2.0,20417,269
1745,2013,경기도 풍동 1222,일산풍동5차성원상떼빌,84,3.0,23002,270
1746,2013,경기도 풍동 1252,숲속마을9단지(성원),100,3.0,33505,333
1747,2013,경기도 풍동 1252,숲속마을9단지(성원),122,3.0,35696,290
1748,2013,경기도 풍동 1252,숲속마을9단지(성원),146,3.0,41500,282
1749,2013,경기도 풍동 1258,숲속마을8단지,51,1.0,18309,352
1750,2013,경기도 풍동 1258,숲속마을8단지,59,1.0,21196,354
1751,2013,경기도 풍동 1261,숲속마을(7단지),75,2.0,24397,320
1752,2013,경기도 풍동 1261,숲속마을(7단지),84,3.0,25994,305
1753,2013,경기도 풍동 1267,숲속마을5단지(I-PARK),101,3.0,37845,372
1754,2013,경기도 풍동 1267,숲속마을5단지(I-PARK),124,3.0,38791,311
1755,2013,경기도 풍동 1267,숲속마을5단지(I-PARK),125,3.0,42100,335
1756,2013,경기도 풍동 1267,숲속마을5단지(I-PARK),127,3.0,38125,299
1757,2013,경기도 풍동 1267,숲속마을5단지(I-PARK),128,3.0,39960,311
1758,2013,경기도 풍동 1267,숲속마을5단지(I-PARK),149,3.0,47000,314
1759,2013,경기도 풍동 1267,숲속마을5단지(I-PARK),150,3.0,46000,305
1760,2013,경기도 풍동 1268,숲속마을(6단지두산위브),101,3.0,37061,363
1761,2013,경기도 풍동 1268,숲속마을(6단지두산위브),129,3.0,40166,310
1762,2013,경기도 풍동 1268,숲속마을(6단지두산위브),130,3.0,40775,311
1763,2013,경기도 풍동 1268,숲속마을(6단지두산위브),133,3.0,41500,310
1764,2013,경기도 풍동 1268,숲속마을(6단지두산위브),134,3.0,43340,321
1765,2013,경기도 풍동 1268,숲속마을(6단지두산위브),142,3.0,46083,323
1766,2013,경기도 풍동 1268,숲속마을(6단지두산위브),143,3.0,45066,313
1767,2013,경기도 풍동 1268,숲속마을(6단지두산위브),146,3.0,49000,334
1768,2013,경기도 풍동 1268,숲속마을(6단지두산위브),155,3.0,48500,311
1769,2013,경기도 풍동 1283,숲속마을3단지(뜨란채),84,3.0,27574,324
1770,2013,경기도 풍동 1286,숲속마을2단지,75,2.0,27003,355
1771,2013,경기도 풍동 1286,숲속마을2단지,84,3.0,29509,347
1772,2013,경기도 풍동 174,은행마을1(동문),59,1.0,19000,316
1773,2013,경기도 풍동 174,은행마을1(동문),72,2.0,21416,294
1774,2013,경기도 풍동 174,은행마을1(동문),84,3.0,22965,271
1775,2013,경기도 풍동 385-1,일산풍동에이스아파트,59,1.0,14370,240
1776,2013,경기도 풍동 385-1,일산풍동에이스아파트,84,3.0,15950,187
1777,2013,경기도 풍동 385-1,일산풍동에이스아파트,134,3.0,33500,248
1778,2013,경기도 풍동 417-2,백마역중앙하이츠빌,84,3.0,21740,256
1779,2013,경기도 풍동 532-35,성원1,37,1.0,11273,297
1780,2013,경기도 풍동 532-35,성원1,59,1.0,15801,263
1781,2013,경기도 풍동 532-35,성원1,84,3.0,21413,253
1782,2013,경기도 풍동 532-35,성원1,134,3.0,30772,227
1783,2013,경기도 풍동 551-1,성원타운3,59,1.0,18683,313
1784,2013,경기도 풍동 551-1,성원타운3,84,3.0,21817,256
1785,2013,경기도 풍동 551-34,성원2,59,1.0,16038,268
1786,2013,경기도 풍동 551-34,성원2,84,3.0,20607,243
1787,2013,경기도 행신동 1054,한가람,72,2.0,16000,221
1788,2013,경기도 행신동 1054,한가람,84,3.0,20300,240
1789,2013,경기도 행신동 1068,서정마을4단지,84,3.0,33451,393
1790,2013,경기도 행신동 1088,서정마을5단지,84,3.0,37237,438
1791,2013,경기도 행신동 1090,서정마을7단지파크하임휴먼시아,120,3.0,52487,434
1792,2013,경기도 행신동 1090,서정마을7단지파크하임휴먼시아,130,3.0,52192,398
1793,2013,경기도 행신동 1090,서정마을7단지파크하임휴먼시아,133,3.0,54325,408
1794,2013,경기도 행신동 1092,서정마을6단지,130,3.0,46500,355
1795,2013,경기도 행신동 1092,서정마을6단지,133,3.0,56000,420
1796,2013,경기도 행신동 1092,서정마을6단지,134,3.0,49000,364
1797,2013,경기도 행신동 1092,서정마을6단지,140,3.0,55500,395
1798,2013,경기도 행신동 220,행신동문,58,1.0,15800,267
1799,2013,경기도 행신동 220,행신동문,84,3.0,20585,241
1800,2013,경기도 행신동 621,SK뷰1차,68,2.0,27471,401
1801,2013,경기도 행신동 621,SK뷰1차,84,3.0,31770,373
1802,2013,경기도 행신동 621,SK뷰1차,104,3.0,36511,350
1803,2013,경기도 행신동 621,SK뷰1차,128,3.0,39614,307
1804,2013,경기도 행신동 630,행신2차에스케이뷰,73,2.0,26300,356
1805,2013,경기도 행신동 630,행신2차에스케이뷰,78,2.0,26325,337
1806,2013,경기도 행신동 630,행신2차에스케이뷰,84,3.0,30400,357
1807,2013,경기도 행신동 633-67,윤창아파트총괄동,59,1.0,15396,258
1808,2013,경기도 행신동 633-67,윤창아파트총괄동,84,3.0,21783,255
1809,2013,경기도 행신동 634-45,윤창주택(634-45),51,1.0,8900,174
1810,2013,경기도 행신동 644-43,장미아파트(나동),75,2.0,14625,192
1811,2013,경기도 행신동 644-43,장미아파트(나동),79,2.0,15150,191
1812,2013,경기도 행신동 650,행신3차SKVIEW,59,1.0,28206,470
1813,2013,경기도 행신동 650,행신3차SKVIEW,84,3.0,37128,436
1814,2013,경기도 행신동 650,행신3차SKVIEW,104,3.0,40191,383
1815,2013,경기도 행신동 650,행신3차SKVIEW,122,3.0,44500,362
1816,2013,경기도 행신동 650-78,윤창2,59,1.0,15400,260
1817,2013,경기도 행신동 650-78,윤창2,84,3.0,22000,258
1818,2013,경기도 행신동 653-38,행신벽산,59,1.0,16680,280
1819,2013,경기도 행신동 653-38,행신벽산,84,3.0,21746,255
1820,2013,경기도 행신동 692,무원마을(라이프),84,3.0,25426,298
1821,2013,경기도 행신동 692,무원마을(서광),84,3.0,25356,297
1822,2013,경기도 행신동 697,무원마을(기산),101,3.0,27854,272
1823,2013,경기도 행신동 697,무원마을(기산),134,3.0,31933,236
1824,2013,경기도 행신동 699,무원마을7단지,73,2.0,21783,297
1825,2013,경기도 행신동 699,무원마을7단지,84,3.0,21000,247
1826,2013,경기도 행신동 700,무원마을(신안)8,101,3.0,29033,284
1827,2013,경기도 행신동 700,무원마을(신안)8,118,3.0,29000,245
1828,2013,경기도 행신동 700,무원마을(신안)8,134,3.0,33150,245
1829,2013,경기도 행신동 702,무원마을(두산),71,2.0,24100,336
1830,2013,경기도 행신동 702,무원마을(두산),84,3.0,26960,316
1831,2013,경기도 행신동 767,무원마을(쌍용)5,101,3.0,33925,332
1832,2013,경기도 행신동 767,무원마을5단지,101,3.0,31776,311
1833,2013,경기도 행신동 767,무원마을5단지,134,3.0,38750,288
1834,2013,경기도 행신동 769,무원마을(동신),101,3.0,29526,289
1835,2013,경기도 행신동 769,무원마을(동신),134,3.0,38000,281
1836,2013,경기도 행신동 771,무원마을(삼보),84,3.0,26233,308
1837,2013,경기도 행신동 771,무원마을(삼보),109,3.0,32140,291
1838,2013,경기도 행신동 773,무원마을1단지,68,2.0,20416,295
1839,2013,경기도 행신동 781,소만마을(풍림),45,1.0,15114,332
1840,2013,경기도 행신동 781,소만마을(풍림),73,2.0,25038,342
1841,2013,경기도 행신동 783,소만마을(대명)7,59,1.0,17861,302
1842,2013,경기도 행신동 785,소만마을(성원)6,49,1.0,15771,316
1843,2013,경기도 행신동 785,소만마을(성원)6,59,1.0,18582,312
1844,2013,경기도 행신동 788,소만마을(삼신),50,1.0,14891,293
1845,2013,경기도 행신동 788,소만마을(삼신),59,1.0,21696,361
1846,2013,경기도 행신동 788,소만마을(삼신),80,2.0,25407,317
1847,2013,경기도 행신동 791,소만마을(동성),59,1.0,17507,294
1848,2013,경기도 행신동 791,소만마을(동성),84,3.0,26490,311
1849,2013,경기도 행신동 793,소만마을9단지,43,1.0,13623,310
1850,2013,경기도 행신동 796,소만마을1단지,45,1.0,13855,304
1851,2013,경기도 행신동 798,소만마을(신안)2,84,3.0,25444,299
1852,2013,경기도 행신동 799,소만마을3단지(늘푸른아파트),39,1.0,13240,330
1853,2013,경기도 행신동 799,소만마을3단지(늘푸른아파트),51,1.0,16426,321
1854,2013,경기도 행신동 895,햇빛주공(18-1),65,2.0,22227,336
1855,2013,경기도 행신동 895,햇빛주공(18-1),84,3.0,26569,312
1856,2013,경기도 행신동 903,햇빛마을19,84,3.0,26034,305
1857,2013,경기도 행신동 905,햇빛마을21단지,101,3.0,31355,307
1858,2013,경기도 행신동 905,햇빛마을21단지,134,3.0,34091,252
1859,2013,경기도 행신동 934,햇빛마을주공20,39,1.0,12872,321
1860,2013,경기도 행신동 934,햇빛마을주공20,49,1.0,16026,320
1861,2013,경기도 행신동 934,햇빛마을주공20,59,1.0,17760,295
1862,2013,경기도 행신동 938,햇빛주공(18-2),65,2.0,22746,344
1863,2013,경기도 행신동 938,햇빛주공(18-2),84,3.0,27606,325
1864,2013,경기도 행신동 946,햇빛주공22,39,1.0,12544,313
1865,2013,경기도 행신동 946,햇빛주공22,49,1.0,15866,317
1866,2013,경기도 행신동 946,햇빛주공22,59,1.0,17623,293
1867,2013,경기도 행신동 953,햇빛주공23,39,1.0,13122,327
1868,2013,경기도 행신동 953,햇빛주공23,49,1.0,16228,324
1869,2013,경기도 행신동 953,햇빛주공23,59,1.0,18136,302
1870,2013,경기도 행신동 958,일신건영아파트(햇빛마을),99,3.0,30407,304
1871,2013,경기도 행신동 958,일신건영아파트(햇빛마을),134,3.0,36488,270
1872,2013,경기도 행신동 958,일신건영아파트(햇빛마을),164,3.0,41225,249
1873,2013,경기도 행신동 958,햇빛마을,99,3.0,29693,297
1874,2013,경기도 행신동 958,햇빛마을,134,3.0,36500,270
1875,2013,경기도 행신동 973,샘터마을(동신),101,3.0,30631,300
1876,2013,경기도 행신동 973,샘터마을(동신),134,3.0,34564,255
1877,2013,경기도 행신동 973,샘터마을(화성),101,3.0,30900,303
1878,2013,경기도 행신동 973,샘터마을(화성),134,3.0,33966,251
1879,2013,경기도 행신동 973,샘터마을(효성),101,3.0,28500,279
1880,2013,경기도 행신동 973,샘터마을(효성),134,3.0,35775,264
1881,2013,경기도 행신동 983,샘터마을2,39,1.0,12934,323
1882,2013,경기도 행신동 983,샘터마을2,49,1.0,15902,318
1883,2013,경기도 행신동 983,샘터마을2,59,1.0,17683,294
1884,2013,경기도 화정동 1000-5,에덴다모은정주상복합,80,2.0,22200,276
1885,2013,경기도 화정동 1000-5,에덴다모은정주상복합,84,3.0,25540,300
1886,2013,경기도 화정동 1004,옥빛마을14단지,50,1.0,15821,316
1887,2013,경기도 화정동 1004,옥빛마을14단지,60,2.0,18786,312
1888,2013,경기도 화정동 1127,옥빛마을(주공)15,59,1.0,19175,319
1889,2013,경기도 화정동 1135,옥빛마을(주공)17(에듀뷰),84,3.0,27688,326
1890,2013,경기도 화정동 1141,옥빛마을(주공)16(그린나래),59,1.0,18147,302
1891,2013,경기도 화정동 851,달빛(라이프)2,49,1.0,14450,288
1892,2013,경기도 화정동 851,달빛(라이프)2,59,1.0,18013,299
1893,2013,경기도 화정동 851,달빛마을(부영)2,50,1.0,14336,286
1894,2013,경기도 화정동 851,달빛마을(부영)2,59,1.0,18372,307
1895,2013,경기도 화정동 858,달빛마을(경남),72,2.0,21612,298
1896,2013,경기도 화정동 858,달빛마을(경남),84,3.0,26236,308
1897,2013,경기도 화정동 858,달빛마을(극동),72,2.0,21800,301
1898,2013,경기도 화정동 858,달빛마을(극동),84,3.0,24567,288
1899,2013,경기도 화정동 858,달빛마을(동부),84,3.0,24510,288
1900,2013,경기도 화정동 858,달빛마을(진덕),72,2.0,22383,309
1901,2013,경기도 화정동 858,달빛마을(진덕),84,3.0,25494,299
1902,2013,경기도 화정동 865,달빛마을3단지,84,3.0,24368,286
1903,2013,경기도 화정동 868,달빛마을4단지,101,3.0,30166,295
1904,2013,경기도 화정동 868,달빛마을4단지,133,3.0,34833,259
1905,2013,경기도 화정동 868,달빛마을4단지,170,3.0,41733,244
1906,2013,경기도 화정동 870,은빛(미도파)5,99,3.0,29900,299
1907,2013,경기도 화정동 870,은빛(미도파)5,134,3.0,34527,255
1908,2013,경기도 화정동 870,은빛(미도파)5,164,3.0,39600,239
1909,2013,경기도 화정동 870,은빛마을(LG)5,99,3.0,29425,294
1910,2013,경기도 화정동 870,은빛마을(LG)5,134,3.0,36250,268
1911,2013,경기도 화정동 870,은빛마을(LG)5,164,3.0,41666,252
1912,2013,경기도 화정동 870,은빛마을(삼성)5,99,3.0,31150,311
1913,2013,경기도 화정동 870,은빛마을(삼성)5,134,3.0,33225,245
1914,2013,경기도 화정동 870,은빛마을(삼성)5,164,3.0,42000,254
1915,2013,경기도 화정동 870,은빛마을(신성)5,99,3.0,29387,293
1916,2013,경기도 화정동 870,은빛마을(신성)5,134,3.0,32350,239
1917,2013,경기도 화정동 870,은빛마을(신성)5,164,3.0,41450,251
1918,2013,경기도 화정동 870,은빛삼익건설(5),99,3.0,31330,313
1919,2013,경기도 화정동 870,은빛삼익건설(5),134,3.0,35209,260
1920,2013,경기도 화정동 870,은빛삼익건설(5),164,3.0,41916,253
1921,2013,경기도 화정동 870,은빛삼익주택(5),101,3.0,31500,310
1922,2013,경기도 화정동 870,은빛삼익주택(5),134,3.0,33694,249
1923,2013,경기도 화정동 870,은빛삼익주택(5),164,3.0,40000,242
1924,2013,경기도 화정동 936,은빛마을6단지,103,3.0,35507,341
1925,2013,경기도 화정동 936,은빛마을6단지,132,3.0,40831,307
1926,2013,경기도 화정동 936,은빛마을6단지,164,3.0,48872,297
1927,2013,경기도 화정동 948,별빛마을9단지(901동에서906동),70,2.0,23925,340
1928,2013,경기도 화정동 948,별빛마을9단지(901동에서906동),84,3.0,27891,327
1929,2013,경기도 화정동 948,별빛마을9단지(907동에서912동),70,2.0,23712,337
1930,2013,경기도 화정동 948,별빛마을9단지(907동에서912동),84,3.0,25354,298
1931,2013,경기도 화정동 948,별빛마을9단지(913동에서918동),70,2.0,23233,330
1932,2013,경기도 화정동 948,별빛마을9단지(913동에서918동),84,3.0,26225,308
1933,2013,경기도 화정동 948,별빛마을9단지(기산),70,2.0,22483,319
1934,2013,경기도 화정동 948,별빛마을9단지(기산),84,3.0,27565,324
1935,2013,경기도 화정동 951,별빛마을(건영)10,76,2.0,26977,350
1936,2013,경기도 화정동 951,별빛마을(건영)10,84,3.0,28760,338
1937,2013,경기도 화정동 952,별빛마을(부영)8(좋은집),50,1.0,16874,337
1938,2013,경기도 화정동 952,별빛마을(부영)8(좋은집),60,2.0,20852,347
1939,2013,경기도 화정동 953,별빛마을7단지,84,3.0,33222,390
1940,2013,경기도 화정동 953,별빛마을7단지,85,3.0,32234,378
1941,2013,경기도 화정동 961,은빛마을11단지,50,1.0,16537,330
1942,2013,경기도 화정동 961,은빛마을11단지,60,2.0,20188,336
1943,2013,경기도 화정동 965-1,한화꿈에그린,106,3.0,30900,289
1944,2013,경기도 화정동 965-1,한화꿈에그린,132,3.0,34425,258
1945,2013,경기도 화정동 969,동원텔,194,3.0,43000,221
1946,2013,경기도 화정동 977-1,삼라마이다스빌,110,3.0,24516,220
1947,2013,경기도 화정동 986-6,동도센트리움,84,3.0,24000,283
1948,2013,경기도 화정동 986-6,동도센트리움,129,3.0,29500,228
1949,2013,경기도 화정동 987,옥빛마을(일신건영)13(휴먼빌),53,1.0,17466,328
1950,2013,경기도 화정동 987,옥빛마을(일신건영)13(휴먼빌),59,1.0,23818,397
1951,2013,경기도 화정동 988,옥빛마을12단지,59,1.0,24550,414
1952,2013,경기도 화정동 998,옥빛마을(풍산),56,1.0,18388,322
1953,2014,경기도 가좌동 1086,가좌마을6단지벽산,59,1.0,21963,366
