,도로명,아파트이름,전용면적,평균 거래금액,거래연도,위도,경도
0,경기도 가좌동 1086,가좌마을6단지벽산,59,21356,2012,37.6895199,126.7229513
1,경기도 가좌동 1086,가좌마을6단지벽산,84,25238,2012,37.6895199,126.7229513
2,경기도 가좌동 1086,가좌마을6단지벽산,101,30607,2012,37.6895199,126.7229513
3,경기도 가좌동 1086,가좌마을6단지벽산,124,37333,2012,37.6895199,126.7229513
4,경기도 가좌동 1086,가좌마을6단지벽산,153,38075,2012,37.6895199,126.7229513
5,경기도 가좌동 1087,가좌마을5단지벽산,59,20661,2012,37.6910627,126.7206573
6,경기도 가좌동 1087,가좌마을5단지벽산,84,25172,2012,37.6910627,126.7206573
7,경기도 가좌동 1087,가좌마을5단지벽산,101,30371,2012,37.6910627,126.7206573
8,경기도 가좌동 1088,청원벽산블루밍3단지,74,22800,2012,37.6894072,126.7187889
9,경기도 가좌동 1088,청원벽산블루밍3단지,84,22605,2012,37.6894072,126.7187889
10,경기도 가좌동 1088,청원벽산블루밍3단지,117,30262,2012,37.6894072,126.7187889
11,경기도 가좌동 1088,청원벽산블루밍3단지,134,34500,2012,37.6894072,126.7187889
12,경기도 가좌동 1088,청원벽산블루밍3단지,161,39053,2012,37.6894072,126.7187889
13,경기도 가좌동 1089,가좌마을2단지대우,73,20100,2012,37.6871486,126.7172428
14,경기도 가좌동 1089,가좌마을2단지대우,84,24202,2012,37.6871486,126.7172428
15,경기도 가좌동 1089,가좌마을2단지대우,117,34300,2012,37.6871486,126.7172428
16,경기도 가좌동 1089,가좌마을2단지대우,138,36250,2012,37.6871486,126.7172428
17,경기도 가좌동 1090,가좌마을1단지양우,59,18800,2012,37.6849444,126.7172468
18,경기도 가좌동 1090,가좌마을1단지양우,84,22865,2012,37.6849444,126.7172468
19,경기도 가좌동 1105,가좌마을7단지꿈에그린,59,25900,2012,37.6837509,126.7218776
20,경기도 가좌동 1105,가좌마을7단지꿈에그린,101,41350,2012,37.6837509,126.7218776
21,경기도 가좌동 1105,가좌마을7단지꿈에그린,134,71124,2012,37.6837509,126.7218776
22,경기도 가좌동 1105,가좌마을7단지꿈에그린,161,82815,2012,37.6837509,126.7218776
23,경기도 고양동 103,화성그린빌,59,12600,2012,37.7034347,126.8988652
24,경기도 고양동 103,화성그린빌,84,16400,2012,37.7034347,126.8988652
25,경기도 고양동 1121,푸른마을10단지,84,24988,2012,37.7169047,126.9033795
26,경기도 고양동 1121,푸른마을10단지,106,34363,2012,37.7169047,126.9033795
27,경기도 고양동 1121,푸른마을10단지,115,38469,2012,37.7169047,126.9033795
28,경기도 고양동 197,삼성,59,14650,2012,37.7027901,126.9025394
29,경기도 고양동 197,삼성,84,18433,2012,37.7027901,126.9025394
30,경기도 고양동 240-6,현대1,59,14823,2012,37.7013197,126.9004084
31,경기도 고양동 240-6,현대1,84,18096,2012,37.7013197,126.9004084
32,경기도 고양동 255,현대2,59,14633,2012,37.7015081,126.8987842
33,경기도 고양동 399,청구,59,12400,2012,37.7058190,126.8966264
34,경기도 고양동 399,청구,84,15300,2012,37.7058190,126.8966264
35,경기도 고양동 414-1,윤창APT,58,11600,2012,37.7063463,126.8946075
36,경기도 고양동 414-1,윤창APT,59,13800,2012,37.7063463,126.8946075
37,경기도 고양동 414-1,윤창APT,84,15187,2012,37.7063463,126.8946075
38,경기도 고양동 454,고양동우방유쉘아파트,59,16522,2012,37.7004744,126.8993936
39,경기도 고양동 454,고양동우방유쉘아파트,84,22180,2012,37.7004744,126.8993936
40,경기도 고양동 719,푸른마을3단지,59,16055,2012,37.7106147,126.9027333
41,경기도 고양동 719,푸른마을3단지,84,18826,2012,37.7106147,126.9027333
42,경기도 고양동 720,푸른마을2단지,114,25025,2012,37.7095430,126.9044750
43,경기도 고양동 720,푸른마을2단지,134,28000,2012,37.7095430,126.9044750
44,경기도 고양동 724,푸른마을6단지,59,17170,2012,37.7127378,126.9050988
45,경기도 고양동 724,푸른마을6단지,84,20263,2012,37.7127378,126.9050988
46,경기도 고양동 730,푸른마을5단지,59,16900,2012,37.7130051,126.9069370
47,경기도 고양동 730,푸른마을5단지,84,20689,2012,37.7130051,126.9069370
48,경기도 고양동 734,푸른마을4단지,92,24811,2012,37.7115130,126.9061358
49,경기도 고양동 734,푸른마을4단지,125,28700,2012,37.7115130,126.9061358
50,경기도 고양동 735,푸른마을1단지,59,18360,2012,37.7084122,126.9036147
51,경기도 고양동 735,푸른마을1단지,84,22385,2012,37.7084122,126.9036147
52,경기도 고양동 752,푸른마을7단지,84,26500,2012,37.7115413,126.9047150
53,경기도 관산동 126,유승(126),84,17575,2012,37.6908640,126.8685212
54,경기도 관산동 126,유승(126),115,23000,2012,37.6908640,126.8685212
55,경기도 관산동 134,윤창,46,7900,2012,37.6898955,126.8688305
56,경기도 관산동 151,허스(151),44,7375,2012,37.6894836,126.8688067
57,경기도 관산동 151,허스(151),57,10000,2012,37.6894836,126.8688067
58,경기도 관산동 151-3,허스(151-3),52,11000,2012,37.6889920,126.8690516
59,경기도 관산동 178-57,새서울,42,6833,2012,37.6882921,126.8675639
60,경기도 관산동 178-57,새서울,45,8325,2012,37.6882921,126.8675639
61,경기도 관산동 178-57,새서울,56,11100,2012,37.6882921,126.8675639
62,경기도 관산동 178-57,새서울,68,13900,2012,37.6882921,126.8675639
63,경기도 관산동 246-3,준성,43,9100,2012,37.6880836,126.8617470
64,경기도 관산동 338-4,중앙,52,10500,2012,37.6897360,126.8641160
65,경기도 관산동 338-4,중앙,57,11700,2012,37.6897360,126.8641160
66,경기도 관산동 338-4,중앙,84,15800,2012,37.6897360,126.8641160
67,경기도 관산동 981,신성,59,16066,2012,37.6864852,126.8669384
68,경기도 관산동 981,신성,84,20000,2012,37.6864852,126.8669384
69,경기도 관산동 996,주공그린빌,59,17152,2012,37.6923387,126.8649197
70,경기도 관산동 996,주공그린빌,75,21640,2012,37.6923387,126.8649197
71,경기도 관산동 996,주공그린빌,84,22187,2012,37.6923387,126.8649197
72,경기도 대화동 1499,대화GS자이(1단지),118,40500,2012,37.6696771,126.7287409
73,경기도 대화동 1499,대화GS자이(1단지),134,36000,2012,37.6696771,126.7287409
74,경기도 대화동 1499,대화GS자이(1단지),163,45000,2012,37.6696771,126.7287409
75,경기도 대화동 1580,대화마을한라(2단지),84,31200,2012,37.6718022,126.7298859
76,경기도 대화동 1580,대화마을한라(2단지),133,44228,2012,37.6718022,126.7298859
77,경기도 대화동 1580,대화마을한라(2단지),164,44000,2012,37.6718022,126.7298859
78,경기도 대화동 2209,세경,40,11000,2012,37.6771339,126.7492576
79,경기도 대화동 2209,세경,49,12600,2012,37.6771339,126.7492576
80,경기도 대화동 2212,성저마을(동익1단지),59,21560,2012,37.6791417,126.7506408
81,경기도 대화동 2212,성저마을(동익1단지),69,26250,2012,37.6791417,126.7506408
82,경기도 대화동 2212,성저마을(동익1단지),84,28115,2012,37.6791417,126.7506408
83,경기도 대화동 2213,성저마을(삼익),59,19530,2012,37.6798437,126.7490780
84,경기도 대화동 2213,성저마을(삼익),78,26288,2012,37.6798437,126.7490780
85,경기도 대화동 2215,성저마을(풍림),45,16322,2012,37.6782227,126.7479513
86,경기도 대화동 2215,성저마을(풍림),83,29933,2012,37.6782227,126.7479513
87,경기도 대화동 2228,장성마을(동부),52,18170,2012,37.6749343,126.7456661
88,경기도 대화동 2228,장성마을(동부),67,27262,2012,37.6749343,126.7456661
89,경기도 대화동 2228,장성마을(동부),84,35810,2012,37.6749343,126.7456661
90,경기도 대화동 2232,장성마을(대명4),130,40477,2012,37.6728859,126.7442719
91,경기도 대화동 2234,장성마을(3),101,55000,2012,37.6725101,126.7460663
92,경기도 대화동 2234,장성마을(3),133,57075,2012,37.6725101,126.7460663
93,경기도 대화동 2234,장성마을(3),148,50000,2012,37.6725101,126.7460663
94,경기도 대화동 2236,장성마을(대명2),59,20470,2012,37.6741023,126.7471536
95,경기도 대화동 2236,장성마을(대명2),61,21380,2012,37.6741023,126.7471536
96,경기도 대화동 2570,대화마을(5단지),84,26802,2012,37.6738615,126.7362584
97,경기도 대화동 2570,휴먼빌(6단지),84,26058,2012,37.6738615,126.7362584
98,경기도 대화동 2573,대화마을동문(3단지),84,26925,2012,37.6726437,126.7322124
99,경기도 대화동 2579,양우파크타운,84,27107,2012,37.6707877,126.7336940
100,경기도 대화동 2580,킨텍스아이파크,84,31183,2012,37.6695008,126.7358281
101,경기도 대화동 2580,킨텍스아이파크,119,55250,2012,37.6695008,126.7358281
102,경기도 덕은동 258-1,윤창,49,20000,2012,37.5813102,126.8716390
103,경기도 덕이동 1037,동문2,72,18000,2012,37.6947362,126.7339909
104,경기도 덕이동 1037,동문2,84,17900,2012,37.6947362,126.7339909
105,경기도 덕이동 1076,중앙하이츠빌,84,18900,2012,37.6991283,126.7376659
106,경기도 덕이동 1076,중앙하이츠빌,123,26871,2012,37.6991283,126.7376659
107,경기도 덕이동 1106,덕이1동문,72,16940,2012,37.7012331,126.7313741
108,경기도 덕이동 1106,덕이1동문,84,18740,2012,37.7012331,126.7313741
109,경기도 덕이동 1521,태영,84,22683,2012,37.6944088,126.7572742
110,경기도 덕이동 1524,하이파크시티일산아이파크1단지,84,41920,2012,37.7037266,126.7533105
111,경기도 덕이동 1524,하이파크시티일산아이파크1단지,124,52871,2012,37.7037266,126.7533105
112,경기도 덕이동 1524,하이파크시티일산아이파크1단지,127,46233,2012,37.7037266,126.7533105
113,경기도 덕이동 1524,하이파크시티일산아이파크1단지,146,53405,2012,37.7037266,126.7533105
114,경기도 덕이동 1529,하이파크시티일산파밀리에2단지,84,35000,2012,37.6997218,126.7510072
115,경기도 덕이동 1529,하이파크시티일산파밀리에2단지,121,57181,2012,37.6997218,126.7510072
116,경기도 덕이동 1534,하이파크시티일산파밀리에3단지,121,68200,2012,37.7005085,126.7556689
117,경기도 덕이동 1534,하이파크시티일산파밀리에3단지,129,61980,2012,37.7005085,126.7556689
118,경기도 덕이동 1535,하이파크시티일산파밀리에4단지,84,42865,2012,37.6974146,126.7522751
119,경기도 덕이동 1535,하이파크시티일산파밀리에4단지,101,40000,2012,37.6974146,126.7522751
120,경기도 덕이동 1535,하이파크시티일산파밀리에4단지,121,64994,2012,37.6974146,126.7522751
121,경기도 덕이동 1535,하이파크시티일산파밀리에4단지,173,94050,2012,37.6974146,126.7522751
122,경기도 덕이동 1540,하이파크시티일산아이파크5단지,84,42435,2012,37.6980475,126.7555537
123,경기도 덕이동 1540,하이파크시티일산아이파크5단지,124,51201,2012,37.6980475,126.7555537
124,경기도 덕이동 1540,하이파크시티일산아이파크5단지,127,48038,2012,37.6980475,126.7555537
125,경기도 덕이동 1540,하이파크시티일산아이파크5단지,146,60509,2012,37.6980475,126.7555537
126,경기도 덕이동 1540,하이파크시티일산아이파크5단지,175,61799,2012,37.6980475,126.7555537
127,경기도 덕이동 277-10,철산,36,10339,2012,37.6951703,126.7587529
128,경기도 덕이동 277-10,철산,37,10475,2012,37.6951703,126.7587529
129,경기도 덕이동 277-10,철산,43,11760,2012,37.6951703,126.7587529
130,경기도 덕이동 676-1,동문굿모닝힐3,84,18200,2012,37.7025853,126.7426203
131,경기도 동산동 344,동산마을호반베르디움,84,37446,2012,37.6453558,126.8848153
132,경기도 동산동 365,동산마을22단지호반베르디움,84,37896,2012,37.6463692,126.8897427
133,경기도 마두동 717,백마마을(쌍용),50,16500,2012,37.6589825,126.7912713
134,경기도 마두동 717,백마마을(쌍용),70,25157,2012,37.6589825,126.7912713
135,경기도 마두동 717,백마마을(쌍용),84,31000,2012,37.6589825,126.7912713
136,경기도 마두동 717,백마마을(쌍용),134,40800,2012,37.6589825,126.7912713
137,경기도 마두동 717,백마마을(한성),50,16021,2012,37.6589825,126.7912713
138,경기도 마두동 717,백마마을(한성),70,23661,2012,37.6589825,126.7912713
139,경기도 마두동 717,백마마을(한성),84,32300,2012,37.6589825,126.7912713
140,경기도 마두동 717,백마마을(한성),101,37500,2012,37.6589825,126.7912713
141,경기도 마두동 719,백마마을(벽산),59,21000,2012,37.6580606,126.7892621
142,경기도 마두동 719,백마마을(벽산),84,31012,2012,37.6580606,126.7892621
143,경기도 마두동 719,백마마을(벽산),101,35500,2012,37.6580606,126.7892621
144,경기도 마두동 719,백마마을(벽산),134,49200,2012,37.6580606,126.7892621
145,경기도 마두동 732,백마마을(금호),41,14783,2012,37.6551947,126.7913980
146,경기도 마두동 732,백마마을(금호),83,31050,2012,37.6551947,126.7913980
147,경기도 마두동 732,백마마을(한양),41,12611,2012,37.6551947,126.7913980
148,경기도 마두동 732,백마마을(한양),84,29816,2012,37.6551947,126.7913980
149,경기도 마두동 734,백마마을(청구),101,36333,2012,37.6561266,126.7933589
150,경기도 마두동 734,백마마을(청구),134,48300,2012,37.6561266,126.7933589
151,경기도 마두동 734,백마마을(한양4),101,35450,2012,37.6561266,126.7933589
152,경기도 마두동 734,백마마을(한양4),134,42100,2012,37.6561266,126.7933589
153,경기도 마두동 739,백마마을(극동),101,34000,2012,37.6540642,126.7883674
154,경기도 마두동 739,백마마을(극동),114,41491,2012,37.6540642,126.7883674
155,경기도 마두동 739,백마마을(극동),132,52700,2012,37.6540642,126.7883674
156,경기도 마두동 739,백마마을(삼환),101,41250,2012,37.6540642,126.7883674
157,경기도 마두동 739,백마마을(삼환),114,42000,2012,37.6540642,126.7883674
158,경기도 마두동 739,백마마을(삼환),132,48628,2012,37.6540642,126.7883674
159,경기도 마두동 755,백마마을(삼성),101,41071,2012,37.6570259,126.7866470
160,경기도 마두동 755,백마마을(삼성),133,54005,2012,37.6570259,126.7866470
161,경기도 마두동 757,강촌마을(동아),84,34271,2012,37.6565520,126.7841889
162,경기도 마두동 757,강촌마을(동아),154,55033,2012,37.6565520,126.7841889
163,경기도 마두동 783,강촌마을(한신),94,35842,2012,37.6530866,126.7858237
164,경기도 마두동 783,강촌마을(한신),134,49033,2012,37.6530866,126.7858237
165,경기도 마두동 783,강촌마을(한신),173,57928,2012,37.6530866,126.7858237
166,경기도 마두동 787,강촌마을(미도파),134,48000,2012,37.6521947,126.7835178
167,경기도 마두동 787,강촌마을(미도파),165,58250,2012,37.6521947,126.7835178
168,경기도 마두동 787,강촌마을(영남),134,48333,2012,37.6521947,126.7835178
169,경기도 마두동 787,강촌마을(진흥),134,43500,2012,37.6521947,126.7835178
170,경기도 마두동 789,강촌마을(라이프),36,12958,2012,37.6511775,126.7811597
171,경기도 마두동 789,강촌마을(라이프),47,18037,2012,37.6511775,126.7811597
172,경기도 마두동 789,강촌마을(라이프),49,17798,2012,37.6511775,126.7811597
173,경기도 마두동 789,강촌마을(라이프),84,32001,2012,37.6511775,126.7811597
174,경기도 마두동 794,강촌마을(우방),84,35184,2012,37.6553895,126.7815085
175,경기도 마두동 794,강촌마을(우방),134,48250,2012,37.6553895,126.7815085
176,경기도 마두동 794,강촌마을(우방),164,80000,2012,37.6553895,126.7815085
177,경기도 마두동 796,강촌마을(선경),101,43283,2012,37.6544669,126.7790301
178,경기도 마두동 796,강촌마을(선경),134,57000,2012,37.6544669,126.7790301
179,경기도 마두동 796,강촌마을(코오롱),101,42000,2012,37.6544669,126.7790301
180,경기도 마두동 796,강촌마을(코오롱),123,50666,2012,37.6544669,126.7790301
181,경기도 마두동 796,강촌마을(코오롱),134,49166,2012,37.6544669,126.7790301
182,경기도 마두동 806,강촌마을(한양6),35,12197,2012,37.6496910,126.7802958
183,경기도 백석동 1135,백송마을(대우),58,16050,2012,37.6539030,126.7946148
184,경기도 백석동 1135,백송마을(대우),69,21816,2012,37.6539030,126.7946148
185,경기도 백석동 1135,백송마을(대우),84,25700,2012,37.6539030,126.7946148
186,경기도 백석동 1135,백송마을(벽산),58,15600,2012,37.6539030,126.7946148
187,경기도 백석동 1135,백송마을(벽산),69,21750,2012,37.6539030,126.7946148
188,경기도 백석동 1136,백송마을(임광),59,16268,2012,37.6526210,126.7957083
189,경기도 백석동 1136,백송마을(임광),66,20000,2012,37.6526210,126.7957083
190,경기도 백석동 1136,백송마을(임광),84,24183,2012,37.6526210,126.7957083
191,경기도 백석동 1139,백송마을(선경),51,15930,2012,37.6517045,126.7929522
192,경기도 백석동 1139,백송마을(선경),71,24492,2012,37.6517045,126.7929522
193,경기도 백석동 1139,백송마을(선경),84,28433,2012,37.6517045,126.7929522
194,경기도 백석동 1139,백송마을(코오롱),51,15366,2012,37.6517045,126.7929522
195,경기도 백석동 1139,백송마을(코오롱),71,23033,2012,37.6517045,126.7929522
196,경기도 백석동 1139,백송마을(코오롱),84,30500,2012,37.6517045,126.7929522
197,경기도 백석동 1140,백송마을(두산),59,17916,2012,37.6530691,126.7923809
198,경기도 백석동 1140,백송마을(두산),71,23400,2012,37.6530691,126.7923809
199,경기도 백석동 1140,백송마을(두산),84,26850,2012,37.6530691,126.7923809
200,경기도 백석동 1183,백송마을(우성),37,12083,2012,37.6496767,126.7884668
201,경기도 백석동 1183,백송마을(우성),39,12060,2012,37.6496767,126.7884668
202,경기도 백석동 1183,백송마을(우성),52,15955,2012,37.6496767,126.7884668
203,경기도 백석동 1183,백송마을(한신),37,11883,2012,37.6496767,126.7884668
204,경기도 백석동 1183,백송마을(한신),39,12730,2012,37.6496767,126.7884668
205,경기도 백석동 1183,백송마을(한신),52,16200,2012,37.6496767,126.7884668
206,경기도 백석동 1186,백송마을(대림),48,14842,2012,37.6507863,126.7908559
207,경기도 백석동 1186,백송마을(대림),58,20325,2012,37.6507863,126.7908559
208,경기도 백석동 1187,백송마을(삼부),84,26377,2012,37.6523238,126.7903666
209,경기도 백석동 1190,백송마을(삼호),59,20065,2012,37.6509121,126.7873005
210,경기도 백석동 1190,백송마을(삼호),84,27600,2012,37.6509121,126.7873005
211,경기도 백석동 1190,백송마을(풍림),59,20383,2012,37.6509121,126.7873005
212,경기도 백석동 1190,백송마을(풍림),84,28260,2012,37.6509121,126.7873005
213,경기도 백석동 1194,흰돌마을(금호),51,16143,2012,37.6479812,126.7824663
214,경기도 백석동 1194,흰돌마을(금호),59,19320,2012,37.6479812,126.7824663
215,경기도 백석동 1344,흰돌마을(서안),59,22144,2012,37.6409898,126.7838638
216,경기도 백석동 1344,흰돌마을(서안),73,26145,2012,37.6409898,126.7838638
217,경기도 백석동 1344,흰돌마을(서안),84,29512,2012,37.6409898,126.7838638
218,경기도 백석동 1349,흰돌마을(국제),49,20066,2012,37.6435078,126.7836259
219,경기도 백석동 1349,흰돌마을(국제),69,25800,2012,37.6435078,126.7836259
220,경기도 백석동 1349,흰돌마을(국제),84,29000,2012,37.6435078,126.7836259
221,경기도 백석동 1349,흰돌마을(한진),49,19358,2012,37.6435078,126.7836259
222,경기도 백석동 1349,흰돌마을(한진),69,25625,2012,37.6435078,126.7836259
223,경기도 백석동 1349,흰돌마을(한진),84,29760,2012,37.6435078,126.7836259
224,경기도 백석동 1351,흰돌마을(청구),59,18878,2012,37.6472014,126.7815403
225,경기도 백석동 1351,흰돌마을(청구),69,22892,2012,37.6472014,126.7815403
226,경기도 사리현동 186,동문1단지,84,18888,2012,37.6997888,126.8464272
227,경기도 사리현동 187,동문2단지,72,16600,2012,37.6976807,126.8458420
228,경기도 사리현동 187,동문2단지,84,18437,2012,37.6976807,126.8458420
229,경기도 사리현동 189,동문3단지,84,19025,2012,37.6989150,126.8478116
230,경기도 사리현동 466-1,현대그린,38,6776,2012,37.6963788,126.8383122
231,경기도 삼송동 306,고양삼송동원로얄듀크,84,35545,2012,37.6530183,126.8861313
232,경기도 삼송동 306,고양삼송동원로얄듀크,116,50564,2012,37.6530183,126.8861313
233,경기도 성사동 404-7,"미도아파트5차(3동,5동)",43,10725,2012,37.6558784,126.8429211
234,경기도 성사동 404-7,"미도아파트5차(3동,5동)",49,13500,2012,37.6558784,126.8429211
235,경기도 성사동 404-8,"미도아파트5차(1동,2동)",42,11300,2012,37.6554095,126.8426060
236,경기도 성사동 404-8,"미도아파트5차(1동,2동)",43,11400,2012,37.6554095,126.8426060
237,경기도 성사동 405-8,수정(405-8),51,14866,2012,37.6557770,126.8405888
238,경기도 성사동 415,개나리,40,11250,2012,37.6548209,126.8430786
239,경기도 성사동 415,개나리,42,11250,2012,37.6548209,126.8430786
240,경기도 성사동 415,개나리,45,13500,2012,37.6548209,126.8430786
241,경기도 성사동 415,개나리,48,14433,2012,37.6548209,126.8430786
242,경기도 성사동 422-2,미도(422-2),42,11150,2012,37.6563994,126.8430702
243,경기도 성사동 422-2,미도(422-2),46,12800,2012,37.6563994,126.8430702
244,경기도 성사동 422-3,미도(422-3),42,11250,2012,37.6569546,126.8435090
245,경기도 성사동 422-3,미도(422-3),49,12400,2012,37.6569546,126.8435090
246,경기도 성사동 493,세현,65,15000,2012,37.6575760,126.8394476
247,경기도 성사동 494-5,삼화그린아파트(B동),40,8400,2012,37.6579676,126.8401061
248,경기도 성사동 494-5,삼화그린아파트(B동),52,12450,2012,37.6579676,126.8401061
249,경기도 성사동 496-5,"장미아파트(가,나,다,라동)",37,8366,2012,37.6592488,126.8409593
250,경기도 성사동 496-5,"장미아파트(가,나,다,라동)",70,9900,2012,37.6592488,126.8409593
251,경기도 성사동 501-2,명지캐럿86,84,23500,2012,37.6585050,126.8388481
252,경기도 성사동 501-2,명지캐럿86,118,26800,2012,37.6585050,126.8388481
253,경기도 성사동 707-11,하림이벨리지타운,84,26816,2012,37.6541765,126.8394915
254,경기도 성사동 707-9,성사동세띠앙주상복합,84,22275,2012,37.6540147,126.8401813
255,경기도 성사동 707-9,성사동세띠앙주상복합,139,34000,2012,37.6540147,126.8401813
256,경기도 성사동 719,신원당(동문),63,19250,2012,37.6530147,126.8394587
257,경기도 성사동 719,신원당(동문),84,23233,2012,37.6530147,126.8394587
258,경기도 성사동 723,신원당(태영)2,39,13366,2012,37.6524772,126.8383029
259,경기도 성사동 723,신원당(태영)2,59,17203,2012,37.6524772,126.8383029
260,경기도 성사동 724,신원당(동신2),57,15237,2012,37.6517120,126.8378448
261,경기도 성사동 724,신원당(동신2),75,23150,2012,37.6517120,126.8378448
262,경기도 성사동 724,신원당(동신2),84,23400,2012,37.6517120,126.8378448
263,경기도 성사동 725,신원당마을,32,11478,2012,37.6531899,126.8367009
264,경기도 성사동 725,신원당마을,49,14640,2012,37.6531899,126.8367009
265,경기도 성사동 725,신원당마을,59,16850,2012,37.6531899,126.8367009
266,경기도 성사동 726,신원당(삼보),84,25975,2012,37.6536637,126.8357907
267,경기도 성사동 726,신원당(삼보),114,30087,2012,37.6536637,126.8357907
268,경기도 성사동 727,신원당(동신1),101,26540,2012,37.6538488,126.8343480
269,경기도 성사동 727,신원당(동신1),134,30400,2012,37.6538488,126.8343480
270,경기도 성사동 727,신원당(동신1),145,38750,2012,37.6538488,126.8343480
271,경기도 성사동 730,신원당(대명),58,17233,2012,37.6517434,126.8358138
272,경기도 성사동 730,신원당(대명),83,24775,2012,37.6517434,126.8358138
273,경기도 성사동 731,신원당(태영),54,14782,2012,37.6517799,126.8345010
274,경기도 성사동 731,신원당(태영),84,25650,2012,37.6517799,126.8345010
275,경기도 성사동 860,삼성래미안,59,27131,2012,37.6595571,126.8429230
276,경기도 성사동 860,삼성래미안,84,33782,2012,37.6595571,126.8429230
277,경기도 성사동 860,삼성래미안,117,46331,2012,37.6595571,126.8429230
278,경기도 성사동 860,삼성래미안,132,51267,2012,37.6595571,126.8429230
279,경기도 성사동 860,삼성래미안,151,59292,2012,37.6595571,126.8429230
280,경기도 성사동 869,원당대림e-편한세상,59,26800,2012,37.6610572,126.8396751
281,경기도 성사동 869,원당대림e-편한세상,84,32081,2012,37.6610572,126.8396751
282,경기도 성사동 869,원당대림e-편한세상,112,42256,2012,37.6610572,126.8396751
283,경기도 성사동 869,원당대림e-편한세상,125,41350,2012,37.6610572,126.8396751
284,경기도 성사동 869,원당대림e-편한세상,141,73672,2012,37.6610572,126.8396751
285,경기도 성석동 1077,청원네이처빌,59,13991,2012,37.7133011,126.7927670
286,경기도 성석동 1077,청원네이처빌,79,17120,2012,37.7133011,126.7927670
287,경기도 식사동 1474,SKVIEW,84,25866,2012,37.6703987,126.8074445
288,경기도 식사동 1474,SKVIEW,121,34771,2012,37.6703987,126.8074445
289,경기도 식사동 1487,위시티일산자이1단지,84,49572,2012,37.6834574,126.8119521
290,경기도 식사동 1487,위시티일산자이1단지,134,62000,2012,37.6834574,126.8119521
291,경기도 식사동 1487,위시티일산자이1단지,137,66676,2012,37.6834574,126.8119521
292,경기도 식사동 1487,위시티일산자이1단지,162,78296,2012,37.6834574,126.8119521
293,경기도 식사동 1498,위시티일산자이2단지,108,55022,2012,37.6826900,126.8162022
294,경기도 식사동 1498,위시티일산자이2단지,115,59722,2012,37.6826900,126.8162022
295,경기도 식사동 1498,위시티일산자이2단지,123,65781,2012,37.6826900,126.8162022
296,경기도 식사동 1498,위시티일산자이2단지,130,64716,2012,37.6826900,126.8162022
297,경기도 식사동 1498,위시티일산자이2단지,134,65396,2012,37.6826900,126.8162022
298,경기도 식사동 1498,위시티일산자이2단지,162,79890,2012,37.6826900,126.8162022
299,경기도 식사동 1498,위시티일산자이2단지,163,88940,2012,37.6826900,126.8162022
300,경기도 식사동 1498,위시티일산자이2단지,209,104240,2012,37.6826900,126.8162022
301,경기도 식사동 1498,위시티일산자이2단지,238,117922,2012,37.6826900,126.8162022
302,경기도 식사동 1504,위시티일산자이4단지,108,52666,2012,37.6794978,126.8151585
303,경기도 식사동 1504,위시티일산자이4단지,133,67665,2012,37.6794978,126.8151585
304,경기도 식사동 1504,위시티일산자이4단지,134,63459,2012,37.6794978,126.8151585
305,경기도 식사동 1504,위시티일산자이4단지,137,68500,2012,37.6794978,126.8151585
306,경기도 식사동 1504,위시티일산자이4단지,162,81751,2012,37.6794978,126.8151585
307,경기도 식사동 1504,위시티일산자이4단지,176,92266,2012,37.6794978,126.8151585
308,경기도 식사동 1504,위시티일산자이4단지,210,102232,2012,37.6794978,126.8151585
309,경기도 식사동 1504,위시티일산자이4단지,240,119201,2012,37.6794978,126.8151585
310,경기도 식사동 1510,위시티블루밍3단지,101,52574,2012,37.6814544,126.8099380
311,경기도 식사동 1510,위시티블루밍3단지,122,64317,2012,37.6814544,126.8099380
312,경기도 식사동 1510,위시티블루밍3단지,123,65200,2012,37.6814544,126.8099380
313,경기도 식사동 1510,위시티블루밍3단지,145,76472,2012,37.6814544,126.8099380
314,경기도 식사동 1510,위시티블루밍3단지,174,87400,2012,37.6814544,126.8099380
315,경기도 식사동 1510,위시티블루밍3단지,241,159774,2012,37.6814544,126.8099380
316,경기도 식사동 1529,위시티일산자이주상복합,115,55681,2012,37.6786681,126.8123617
317,경기도 식사동 1529,위시티일산자이주상복합,117,56089,2012,37.6786681,126.8123617
318,경기도 식사동 1529,위시티일산자이주상복합,141,64861,2012,37.6786681,126.8123617
319,경기도 식사동 1529,위시티일산자이주상복합,142,68454,2012,37.6786681,126.8123617
320,경기도 식사동 1565,위시티블루밍5단지,101,53607,2012,37.6753820,126.8116226
321,경기도 식사동 1565,위시티블루밍5단지,122,63824,2012,37.6753820,126.8116226
322,경기도 식사동 1565,위시티블루밍5단지,123,65218,2012,37.6753820,126.8116226
323,경기도 식사동 1565,위시티블루밍5단지,154,76957,2012,37.6753820,126.8116226
324,경기도 식사동 910,은행마을2(동문),84,23112,2012,37.6679631,126.8067481
325,경기도 식사동 910,은행마을2(동문),128,30422,2012,37.6679631,126.8067481
326,경기도 신원동 600,신원마을고양삼송아이파크,100,41900,2012,37.6691845,126.8852154
327,경기도 신원동 600,신원마을고양삼송아이파크,116,53000,2012,37.6691845,126.8852154
328,경기도 신원동 658,A9블럭신원마을호반베르디움,84,38506,2012,37.6616321,126.8850065
329,경기도 신원동 658,A9블럭신원마을호반베르디움,108,51312,2012,37.6616321,126.8850065
